Profile,Profile_followers,Likes,Date,Location,Location_coord,Post_url,Img_link
12345_candy,35.0,241.0,2021-12-14 13:36:57,"Taipei, Taiwan","(25.0458, 121.5339)",https://www.instagram.com/p/CXc6cRzvMDD,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266693733_1487318641668012_8663698174113552099_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=XKAxVEoLjiwAX-TDHU1&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-6jikX1ghSPa4HLBGbaLYrnyywcHVAUSWfMlgQTvQXwg&oe=61C236EC&_nc_sid=83d603
babynina.tw,1042.0,240.0,2021-12-14 22:28:13,"Taipei, Taiwan","(25.0458, 121.5339)",https://www.instagram.com/p/CXd3Pe8Prkc,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266536172_986130241980865_6391418570663775952_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=XJAZUnZEpjAAX9SGWE7&tn=p3PuYwOUb0brXnrV&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_xoASH3uRZYD4qimFjPX1pOiihEsw5sJwXsU9Tz7x8mQ&oe=61C1209E&_nc_sid=83d603
tiffanylaiii,814.0,234.0,2021-12-12 16:23:16,Plan B 歐陸街頭市集小酒館,"(25.04239, 121.5516)",https://www.instagram.com/p/CXYD4vuJODd,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266011026_653216675845348_6646673594635573762_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=iAo4Q1Jd0oUAX8rlCc4&tn=p3PuYwOUb0brXnrV&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_A0Fo772EllGNcfKKKPD8A4A-MlL7-F98zKnHHXVrv8w&oe=61C1CABB&_nc_sid=83d603
dorissdiadem,804.0,232.0,2021-12-13 22:31:43,廣三SOGO百貨,"(24.15528, 120.66178)",https://www.instagram.com/p/CXbS2LcPuXn,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266654044_607212363861844_4075406457798393084_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=AL4GB5hyAioAX8JGV1G&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT94Ed-pYSR1unb_flHmvui0H-1HiS53spAurrEeLLJfxw&oe=61C19991&_nc_sid=83d603
scarlett_funnybaby,947.0,229.0,2021-12-09 00:20:30,信義區商圈,"(25.0373852903, 121.5668806983)",https://www.instagram.com/p/CXOnUiLv6ni,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/265347125_974262756810366_6680594788930483733_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=CTj1tqBks2UAX-W7ulo&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-oiHcHCiUG0UMf3Ku9G4RDttZSEnX-oCbBgOd7GVc6_w&oe=61C0F940&_nc_sid=83d603
chabu1nihao,1361.0,226.0,2021-12-10 18:24:27,板橋市政府 新北耶誕城,"(25.0135340323, 121.4644479901)",https://www.instagram.com/p/CXTIKhzPuBo,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/266098606_618952345914784_7219690202393526683_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=-F6TJjXuJQgAX-dH-yH&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_IuhocROGxXh9eAdtlgXX-AeIy05I6xcp2Is2Op49wAQ&oe=61C146DF&_nc_sid=83d603
__meiiing__,423.0,217.0,2021-12-12 23:04:02,新光三越 台中中港店,"(24.1649964815, 120.6434045451)",https://www.instagram.com/p/CXYxv-0PHXy,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/267140977_1089761668425576_3933103335603485415_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=poemkuUFQWEAX-H8uAI&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_neIEWML8aOLnUFMxplsLxFH5XIMegXHBrcb8zcTn8cg&oe=61C26FDC&_nc_sid=83d603
seanhung0723,402.0,206.0,2021-12-13 17:00:38,信義區商圈,"(25.0373852903, 121.5668806983)",https://www.instagram.com/p/CXas9SNBhoi,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266398533_4752854024773756_5587515841519357792_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=lGe7kFJND-gAX84szh0&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-4guYQCeBhPKDKyhNxF0uq3J3slaTZ_6--n5svNj2DpA&oe=61C1EEDD&_nc_sid=83d603
lianasu1108,530.0,205.0,2021-12-12 21:00:44,文藻外語大學,"(22.6701544581, 120.3190485108)",https://www.instagram.com/p/CXYjo7XPn9w,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/267001133_447461146984147_4925416867358554122_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=JImb8pwYmnMAX97e0Qe&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_5m3k_Uzu0QaG3wCFsTXaKb8UXQfSSJQLpPNDThhOs4w&oe=61C2B749&_nc_sid=83d603
donbear1978,1900.0,197.0,2021-12-14 19:05:21,台南市立圖書館新總館,"(23.02515, 120.237071665)",https://www.instagram.com/p/CXdgBjtJzw9,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/267222196_3008410776046150_3627945881411585997_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=1sMoKod4KBQAX9xDd3c&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-HY2bIsEyDNpqr7sjHyGLuUg60moCEkd8sOEWLMEJoug&oe=61C13DF6&_nc_sid=83d603
__rrr09.27rrr__,1061.0,193.0,2021-12-14 22:37:04,TAIPEI 101 MALL 台北 101 購物中心,"(25.0343805984, 121.5644432558)",https://www.instagram.com/p/CXd4QTkPyl8,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/267376905_650328309709744_2543252714057117232_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=_aiKEXfOo30AX-qPyjF&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-NzZ3MuhyF-okMkn1qIkzVW8m6F3MY1Q0KD5AC4s0Stg&oe=61C0EB68&_nc_sid=83d603
kkkkk3428,394.0,193.0,2021-12-10 21:02:10,新北歡樂耶誕誠,"(25.0260080133, 121.4749449492)",https://www.instagram.com/p/CXTaNqFvTGF,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/265624736_422165706068510_7571556288213770308_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=102&_nc_ohc=2c6QeXH88B0AX9jgugG&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT-8rgIxYegheHj6Fid9UcKnVCnr141er9Gl8KQqtb1ogA&oe=61C2D5F7&_nc_sid=4efc9f&ig_cache_key=MjcyNTYzNzQ4NzI0NTIwOTk4OQ%3D%3D.2-ccb7-4
andrea_n_sasha,500.0,188.0,2021-12-13 00:20:05,新光三越台北信義新天地 A11,"(25.0366621076, 121.5670611633)",https://www.instagram.com/p/CXY6dAtP0JS,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266722173_958963121692874_500111110649188414_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=102&_nc_ohc=N8Nx3MuE7-oAX-OxCOO&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-s6yPEP-rLGuJ1w-7jldSyHVOx5u5HBhwAjKLUm9cWhg&oe=61C21166&_nc_sid=83d603
kaka__407,793.0,183.0,2021-12-12 22:33:39,Bellavita寶麗廣場 - 貴婦百貨信義區,"(25.0458, 121.5339)",https://www.instagram.com/p/CXYuRgvvS0d,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266063708_115772034271437_5608480711354258231_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=QcLaUCliAecAX-z1RL-&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-zWFegS9LtJOt6c_vUHIP2--lyAa7XIm1XYASO7Tq0tQ&oe=61C202D8&_nc_sid=83d603
t1de_422,702.0,183.0,2021-12-14 21:02:37,桃園楊梅市,"(24.9057956144, 121.178174458)",https://www.instagram.com/p/CXdtccZBm9X,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266625080_641144873995235_3124244357864414236_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=77QwXoSoK5AAX-YjlNq&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_oGQgeaZwvBj61_SRQ8s5A8DIxQ8BgKCRyTIlhIHWnow&oe=61C17462&_nc_sid=83d603
hua_hua_pig724,1387.0,180.0,2021-12-11 19:44:08,捷運中山站線形公園,"(25.0542112989, 121.5205394433)",https://www.instagram.com/p/CXV2FF3Pqtq,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/265643108_630711431409202_3752858753132473712_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=4CXfnVWGaj8AX-k7lkh&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_oSkaXCb4pP_QDm7xCn5roF_-2KyT-Snzd6TUDKrt5zg&oe=61C253B1&_nc_sid=83d603
kitty0717,1065.0,175.0,2021-12-10 19:52:22,板橋萬坪都會公園,"(25.0131611757, 121.4615510592)",https://www.instagram.com/p/CXTSOfnB142,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266028835_3474764005981609_5613122923264858363_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=bfl0VDRyolsAX_a3qLH&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-Jt8gaTHSpuM2-I1IXhTVle8-7zq9tbmTFKBY82dHERg&oe=61C123AF&_nc_sid=83d603
joyce77171,1033.0,174.0,2021-12-09 21:21:00,"Mandarin Oriental, Taipei 台北文華東方酒店","(25.0557416, 121.5481485)",https://www.instagram.com/p/CXQ3kw8v_P8,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266241514_455642552641602_4120439992190204540_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=yF-86HLLWeMAX8FLZNG&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8a93dXkzPgSxFeKrD4Hpu11d5DWKkRwci4YX5G0GC83Q&oe=61C285A1&_nc_sid=83d603
baozi_0826,997.0,173.0,2021-12-13 19:17:37,TAIPEI 101 MALL 台北 101 購物中心,"(25.0343805984, 121.5644432558)",https://www.instagram.com/p/CXa8omZp-e0,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/266616051_446076133743676_883161440216019776_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=uByg-62_mHkAX_UgBMD&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_TKdWYrUPuCtpWR_N__U0XZKz7mac3m2wCk-Mevd_w9Q&oe=61C0FBEA&_nc_sid=83d603
katestlc,1072.0,162.0,2021-12-10 10:53:50,聖誕節快樂,"(25.0184154, 121.4651094)",https://www.instagram.com/p/CXSUmJLPTxT,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/264804206_1112580569509864_252898021989324002_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=YOKsiWRiv78AX_rXbcr&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8CjgXGz7j8Cpu2n049wzc4UD_oUrFyEgdNmW1X-0BKuA&oe=61C17474&_nc_sid=83d603
miniminitin,437.0,152.0,2021-12-13 22:12:08,鴨鴨公園,"(25.0485018406, 121.4904910171)",https://www.instagram.com/p/CXbQm0ABdpV,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/266797790_2044035189096635_9055282358913950728_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=kmAglk9GtvUAX8HR-Gg&tn=qslcWGLUZOVNi3iQ&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT8ujb1MOu8uc6zgKmVOlcIwrNRclp2KrTEHXPz84vNjog&oe=61C172D3&_nc_sid=4efc9f&ig_cache_key=MjcyNzg0NzAzNTIyMjIxOTM0OQ%3D%3D.2-ccb7-4
b_macarons,113.0,151.0,2021-12-10 20:01:15,"Tainan, Taiwan","(22.9833, 120.183)",https://www.instagram.com/p/CXTTPiqvWbU,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/264932078_258688066246323_2647180367417151885_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=103&_nc_ohc=J5GoiqqfUdMAX97FK8o&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT9WFmKC1s6QvJzeX9uTKGIxmaP-nAl9NKrIbWrmEn4hYg&oe=61C0F5CB&_nc_sid=4efc9f&ig_cache_key=MjcyNTYwNjgzMDM4OTQyMTc4MA%3D%3D.2-ccb7-4
kaka__407,793.0,148.0,2021-12-11 17:04:05,信義區商圈,"(25.0373852903, 121.5668806983)",https://www.instagram.com/p/CXVjw2-F1aj,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/265976931_925421871482742_5778420319610434183_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=47IaUXpl3JMAX99aj-r&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9Cm9eC_WOb6Ms5AfYrqxFwD1nVyfXksPkoNLNNf92F2g&oe=61C1183E&_nc_sid=83d603
ab.03.24,352.0,145.0,2021-12-13 01:16:20,潛立方旅館（潛水旅館）Divecube Hotel,"(24.17604, 120.62109)",https://www.instagram.com/p/CXZA5BcP-Hj,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/266196521_879182366091285_678910079982376816_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=YH1xQBhcHZsAX8LFyrd&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT-i_R1TXPsEvasH1dNhgdHLb6qPleiH4WazGZMQ6a6VZg&oe=61C16409&_nc_sid=4efc9f&ig_cache_key=MjcyNzIxNDk2NzkwNzQxMDQwMw%3D%3D.2-ccb7-4
mifinunu,510.0,143.0,2021-12-14 23:57:55,Starbucks星巴克 誠品武昌店,"(25.0450297009, 121.505375777)",https://www.instagram.com/p/CXeBgYOPf_n,https://instagram.ftpe7-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/266820711_952681185631069_3330339624273365566_n.jpg?_nc_ht=instagram.ftpe7-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=fjdCfVAqZ_kAX8wNLTX&tn=p3PuYwOUb0brXnrV&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_dsx1S-mg1K-TeDTYC1tkBCU7AJsUgFd5xynWBWGScUg&oe=61C1EF74&_nc_sid=83d603
sieg_ellie,980.0,135.0,2021-12-10 00:47:45,TAIPEI 101 MALL 台北 101 購物中心,"(25.0343805984, 121.5644432558)",https://www.instagram.com/p/CXRPPAuPwHB,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266013396_307129991142116_6120519373185662542_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=yzBNsh4FzV4AX8zij8f&tn=p3PuYwOUb0brXnrV&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8IQJ5kQIoEQG1GaMu2ELx5snB6FKEvA-MrAqi332uZXA&oe=61C28ED3&_nc_sid=83d603
weichun618,875.0,135.0,2021-12-14 20:51:07,中山站商圈,"(25.0523695, 121.5217083333)",https://www.instagram.com/p/CXdsITdvcJb,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266555411_314820750502758_7852671752728465249_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=fL_ahpq95iQAX_rqnB9&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_5FiVTIPerCpTz7DTOpWRtPZWNy89HaGCbyyhUsExDww&oe=61C2139F&_nc_sid=83d603
x90391,695.0,135.0,2021-12-12 10:52:25,板橋市政府 新北耶誕城,"(25.0135340323, 121.4644479901)",https://www.instagram.com/p/CXXeBhchg4L,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/265962723_322876162988816_6504936185346175556_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=gMDfuOFC2hsAX-zq_0x&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9zsqOSmyL_6JebtfhwHoddorZ2ig2J0RPcBaObJuKf6w&oe=61C267F2&_nc_sid=83d603
garyrbchen,1706.0,134.0,2021-12-11 19:42:18,晶華酒店三樓宴會廳,"(25.0542143316, 121.5242667496)",https://www.instagram.com/p/CXV13oXP1Jk,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/265909254_4067474556685358_6326342667074295970_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Oo6E1p9s20UAX-ne89l&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-l67n66L7D0QwHnrSwQBO4r5fCeBaEUZF2rT1bOjuZmw&oe=61C21C4E&_nc_sid=83d603
gracefu329,343.0,130.0,2021-12-12 22:20:58,新北歡樂耶誕誠,"(25.0260080133, 121.4749449492)",https://www.instagram.com/p/CXYs0myBteb,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266555447_325197199220495_7122599110682297911_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=-bAmh8iL3NMAX9PrnR7&tn=p3PuYwOUb0brXnrV&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_bD0s4Cfv9dszhE2EQhNO-XnbZH30h2Ojv3P11FZYvjg&oe=61C13F2C&_nc_sid=83d603
overture.taichung,734.0,127.0,2021-12-14 14:07:18,Overture 序曲,"(24.1641186154, 120.6891863613)",https://www.instagram.com/p/CXc96oBvuuq,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/267317194_249319557290896_2219429599719914696_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bS8chYZGKGsAX_v_-ma&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT81vURZ-4hM6Uvm_y9bMT3DTVdRHyeHH1e8sARkHpD5sw&oe=61C1290A&_nc_sid=4efc9f&ig_cache_key=MjcyODMyNzc4MzgyNTQ2ODMzMA%3D%3D.2-ccb7-4
belitalove1027,113.0,123.0,2021-12-12 21:28:52,TAIPEI 101 MALL 台北 101 購物中心,"(25.0343805984, 121.5644432558)",https://www.instagram.com/p/CXYm3AXv7rt,https://instagram.ftpe7-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/266746788_640403233648990_8648193663019618763_n.jpg?_nc_ht=instagram.ftpe7-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=1YghZrA6EzUAX9sS24R&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT99476iO0lGzRfPVpvjFnk6S6fbMOcKKu33eYK9Gaa-Ig&oe=61C245F2&_nc_sid=83d603
yuzhen.5,2204.0,122.0,2021-12-12 19:24:54,TAIPEI 101 MALL 台北 101 購物中心,"(25.0343805984, 121.5644432558)",https://www.instagram.com/p/CXYYrEGp69U,https://instagram.ftpe7-3.fna.fbcdn.net/v/t51.2885-15/e35/266335809_209461084694006_2424819477863373862_n.jpg?_nc_ht=instagram.ftpe7-3.fna.fbcdn.net&_nc_cat=102&_nc_ohc=rnh5t6UYQU8AX9_iFY8&edm=ABZsPhsBAAAA&ccb=7-4&oh=00_AT9FZD3uHYTJozbu1ARtld3WphdHpfTqhGWcDsbk3u-IDQ&oe=61C2BCE8&_nc_sid=4efc9f&ig_cache_key=MjcyNzAzODA4NjgzMzIyMTQ2MA%3D%3D.2-ccb7-4
